"","token","lemma"
"34453","snowflakes","snowflake"
"34454","snowier","snowy"
"34455","snowiest","snowy"
"34456","snowing","snow"
"34457","snowmen","snowman"
"34458","snowmobiles","snowmobile"
"34459","snowploughs","snowplough"
"34460","snows","snow"
"34461","snowshoed","snowshoe"
"34462","snowshoeing","snowshoe"
"34463","snowshoes","snowshoe"
"34464","snowstorms","snowstorm"
"34465","snubbed","snub"
"34466","snubbing","snub"
"34467","snubs","snub"
"34468","snuffboxes","snuffbox"
"34469","snuffed","snuff"
"34470","snuffers","snuffer"
"34471","snuffing","snuff"
"34472","snuffled","snuffle"
"34473","snuffles","snuffle"
"34474","snuffling","snuffle"
"34475","snuffs","snuff"
"34476","snugged","snug"
"34477","snugger","snug"
"34478","snuggest","snug"
"34479","snugging","snug"
"34480","snuggled","snuggle"
"34481","snuggles","snuggle"
"34482","snuggling","snuggle"
"34483","snugs","snug"
"34484","so-and-sos","so-and-so"
"34485","soaked","soak"
"34486","soakers","soaker"
"34487","soaking","soak"
"34488","soaks","soak"
"34489","soap-operas","soap-opera"
"34490","soapboxes","soapbox"
"34491","soaped","soap"
"34492","soapflakes","soapflake"
"34493","soapier","soapy"
"34494","soapiest","soapy"
"34495","soaping","soap"
"34496","soaps","soap"
"34497","soared","soar"
"34498","soaring","soar"
"34499","soars","soar"
"34500","sobbed","sob"
"34501","sobbing","sob"
"34502","sobered","sober"
"34503","soberer","sober"
"34504","soberest","sober"
"34505","sobering","sober"
"34506","sobers","sober"
"34507","sobriquets","sobriquet"
"34508","sobs","sob"
"34509","sociabilities","sociability"
"34510","socialisations","socialisation"
"34511","socialised","socialise"
"34512","socialisers","socialiser"
"34513","socialises","socialise"
"34514","socialising","socialise"
"34515","socialists","socialist"
"34516","socialites","socialite"
"34517","socializations","socialization"
"34518","socialized","socialize"
"34519","socializes","socialize"
"34520","socializing","socialize"
"34521","socials","social"
"34522","societies","society"
"34523","sociologies","sociology"
"34524","sociologists","sociologist"
"34525","sociopaths","sociopath"
"34526","socked","sock"
"34527","sockets","socket"
"34528","socking","sock"
"34529","socks","sock"
"34530","sodas","soda"
"34531","sods","sod"
"34532","sofa-beds","sofa-bed"
"34533","sofas","sofa"
"34534","soft-pedalled","soft-pedal"
"34535","soft-pedalling","soft-pedal"
"34536","soft-pedals","soft-pedal"
"34537","soft-soaped","soft-soap"
"34538","soft-soaping","soft-soap"
"34539","soft-soaps","soft-soap"
"34540","soft-tissues","soft-tissue"
"34541","softballs","softball"
"34542","softened","soften"
"34543","softeners","softener"
"34544","softening","soften"
"34545","softenings","softening"
"34546","softens","soften"
"34547","softer","soft"
"34548","softest","soft"
"34549","softies","softy"
"34550","softnesses","softness"
"34551","softs","soft"
"34552","softwoods","softwood"
"34553","soggier","soggy"
"34554","soggiest","soggy"
"34555","soiled","soil"
"34556","soiling","soil"
"34557","soils","soil"
"34558","soirees","soiree"
"34559","sojourned","sojourn"
"34560","sojourners","sojourner"
"34561","sojourning","sojourn"
"34562","sojourns","sojourn"
"34563","solaced","solace"
"34564","solaces","solace"
"34565","solacing","solace"
"34566","solaria","solarium"
"34567","solariums","solarium"
"34568","sold","sell"
"34569","soldered","solder"
"34570","soldering","solder"
"34571","solders","solder"
"34572","soldiered","soldier"
"34573","soldiering","soldier"
"34574","soldiers","soldier"
"34575","solecisms","solecism"
"34576","soled","sole"
"34577","solemner","solemn"
"34578","solemnest","solemn"
"34579","solemnised","solemnise"
"34580","solemnises","solemnise"
"34581","solemnising","solemnise"
"34582","solemnities","solemnity"
"34583","solemnized","solemnize"
"34584","solemnizes","solemnize"
"34585","solemnizing","solemnize"
"34586","solenoids","solenoid"
"34587","soles","sole"
"34588","soli","solo"
"34589","solicitations","solicitation"
"34590","solicited","solicit"
"34591","soliciting","solicit"
"34592","solicitors","solicitor"
"34593","solicits","solicit"
"34594","solidarities","solidarity"
"34595","solider","solid"
"34596","solidest","solid"
"34597","solidi","solidus"
"34598","solidifications","solidification"
"34599","solidified","solidify"
"34600","solidifies","solidify"
"34601","solidifying","solidify"
"34602","solidities","solidity"
"34603","solids","solid"
"34604","soliloquies","soliloquy"
"34605","soliloquys","soliloquy"
"34606","soling","sole"
"34607","solitaires","solitaire"
"34608","solitaries","solitary"
"34609","solitons","soliton"
"34610","solitudes","solitude"
"34611","soloed","solo"
"34612","soloing","solo"
"34613","soloists","soloist"
"34614","solomons","solomon"
"34615","solos","solo"
"34616","sols","sol"
"34617","solstices","solstice"
"34618","solubilities","solubility"
"34619","solutes","solute"
"34620","solutions","solution"
"34621","solvated","solvate"
"34622","solvates","solvate"
"34623","solvating","solvate"
"34624","solved","solve"
"34625","solvents","solvent"
"34626","solvers","solver"
"34627","solves","solve"
"34628","solving","solve"
"34629","somalis","somali"
"34630","somas","soma"
"34631","somata","soma"
"34632","somatostatins","somatostatin"
"34633","sombreros","sombrero"
"34634","somersaulted","somersault"
"34635","somersaulting","somersault"
"34636","somersaults","somersault"
"34637","somnambulists","somnambulist"
"34638","sonars","sonar"
"34639","sonatas","sonata"
"34640","songbirds","songbird"
"34641","songbooks","songbook"
"34642","songs","song"
"34643","songsters","songster"
"34644","songstresses","songstress"
"34645","songwriters","songwriter"
"34646","sonnets","sonnet"
"34647","sonograms","sonogram"
"34648","sonographers","sonographer"
"34649","sonographies","sonography"
"34650","sonorities","sonority"
"34651","sons","son"
"34652","sons-in-law","son-in-law"
"34653","sooner","soon"
"34654","soonest","soon"
"34655","soothed","soothe"
"34656","soothers","soother"
"34657","soothes","soothe"
"34658","soothing","soothe"
"34659","soothsayers","soothsayer"
"34660","sootier","sooty"
"34661","sootiest","sooty"
"34662","sophisticated","sophisticate"
"34663","sophisticates","sophisticate"
"34664","sophisticating","sophisticate"
"34665","sophistications","sophistication"
"34666","sophistries","sophistry"
"34667","sophists","sophist"
"34668","sophomores","sophomore"
"34669","soporifics","soporific"
"34670","sopped","sop"
"34671","soppier","soppy"
"34672","soppiest","soppy"
"34673","sopping","sop"
"34674","sopranos","soprano"
"34675","sops","sop"
"34676","sorbets","sorbet"
"34677","sorcerers","sorcerer"
"34678","sorceresses","sorceress"
"34679","sorceries","sorcery"
"34680","sorer","sore"
"34681","sores","sore"
"34682","sorest","sore"
"34683","sorghums","sorghum"
"34684","sororities","sorority"
"34685","sorrier","sorry"
"34686","sorriest","sorry"
"34687","sorrowed","sorrow"
"34688","sorrowing","sorrow"
"34689","sorrows","sorrow"
"34690","sort-outs","sort-out"
"34691","sorted","sort"
"34692","sorters","sorter"
"34693","sorties","sortie"
"34694","sorting","sort"
"34695","sorts","sort"
"34696","sots","sot"
"34697","sou'westers","sou'wester"
"34698","souffles","souffle"
"34699","soughed","sough"
"34700","soughing","sough"
"34701","soughs","sough"
"34702","sought","seek"
"34703","souls","soul"
"34704","sound-tracks","sound-track"
"34705","sounded","sound"
"34706","sounder","sound"
"34707","soundest","sound"
"34708","sounding","sound"
"34709","soundings","sounding"
"34710","soundlessly","soundless"
"34711","soundproofed","soundproof"
"34712","soundproofing","soundproof"
"34713","soundproofs","soundproof"
"34714","sounds","sound"
"34715","soundtracks","soundtrack"
"34716","souped","soup"
"34717","souping","soup"
"34718","soups","soup"
"34719","soupspoons","soupspoon"
"34720","sourcebooks","sourcebook"
"34721","sourced","source"
"34722","sources","source"
"34723","sourcing","source"
"34724","sourdoughs","sourdough"
"34725","soured","sour"
"34726","sourer","sour"
"34727","sourest","sour"
"34728","souring","sour"
"34729","sours","sour"
"34730","sous","sou"
"34731","southerners","southerner"
"34732","southpaws","southpaw"
"34733","souths","south"
"34734","southwards","southward"
"34735","souvenirs","souvenir"
"34736","sovereigns","sovereign"
"34737","soviets","soviet"
"34738","sowed","sow"
"34739","sowers","sower"
"34740","sowing","sow"
"34741","sown","sow"
"34742","sows","sow"
"34743","soxs","sox"
"34744","soyabeans","soyabean"
"34745","soyas","soya"
"34746","soybeans","soybean"
"34747","soys","soy"
"34748","spacecrafts","spacecraft"
"34749","spaced","space"
"34750","spaceflights","spaceflight"
"34751","spacemen","spaceman"
"34752","spacers","spacer"
"34753","spaces","space"
"34754","spaceships","spaceship"
"34755","spacesuits","spacesuit"
"34756","spacewomen","spacewoman"
"34757","spacing","space"
"34758","spacings","spacing"
"34759","spaded","spade"
"34760","spades","spade"
"34761","spadeworks","spadework"
"34762","spading","spade"
"34763","spake","speak"
"34764","span","spin"
"34765","spandrels","spandrel"
"34766","spangled","spangle"
"34767","spangles","spangle"
"34768","spangling","spangle"
"34769","spaniards","spaniard"
"34770","spaniels","spaniel"
"34771","spanked","spank"
"34772","spanking","spank"
"34773","spankings","spanking"
"34774","spanks","spank"
"34775","spanned","span"
"34776","spanners","spanner"
"34777","spanning","span"
"34778","spans","span"
"34779","spared","spare"
"34780","sparer","spare"
"34781","spares","spare"
"34782","sparest","spare"
"34783","sparing","spare"
"34784","sparked","spark"
"34785","sparking","spark"
"34786","sparkled","sparkle"
"34787","sparklers","sparkler"
"34788","sparkles","sparkle"
"34789","sparkling","sparkle"
"34790","sparks","spark"
"34791","sparred","spar"
"34792","sparring","spar"
"34793","sparrowhawks","sparrowhawk"
"34794","sparrows","sparrow"
"34795","spars","spar"
"34796","sparsenesses","sparseness"
"34797","sparser","sparse"
"34798","sparsest","sparse"
"34799","spas","spa"
"34800","spasms","spasm"
"34801","spasticities","spasticity"
"34802","spastics","spastic"
"34803","spat","spit"
"34804","spates","spate"
"34805","spathes","spathe"
"34806","spatialities","spatiality"
"34807","spats","spat"
"34808","spattered","spatter"
"34809","spattering","spatter"
"34810","spatters","spatter"
"34811","spatulae","spatula"
"34812","spatulas","spatula"
"34813","spawned","spawn"
"34814","spawning","spawn"
"34815","spawns","spawn"
"34816","spayed","spay"
"34817","spaying","spay"
"34818","spays","spay"
"34819","speakers","speaker"
"34820","speaking","speak"
"34821","speaks","speak"
"34822","speakwrites","speakwrite"
"34823","speared","spear"
"34824","spearheaded","spearhead"
"34825","spearheading","spearhead"
"34826","spearheads","spearhead"
"34827","spearing","spear"
"34828","spearmen","spearman"
"34829","spearmints","spearmint"
"34830","spears","spear"
"34831","specialisations","specialisation"
"34832","specialised","specialise"
"34833","specialises","specialise"
"34834","specialising","specialise"
"34835","specialisms","specialism"
"34836","specialists","specialist"
"34837","specialities","speciality"
"34838","specializations","specialization"
"34839","specialized","specialize"
"34840","specializes","specialize"
"34841","specializing","specialize"
"34842","specials","special"
"34843","specialties","specialty"
"34844","speciations","speciation"
"34845","specifications","specification"
"34846","specificities","specificity"
"34847","specifics","specific"
"34848","specified","specify"
"34849","specifiers","specifier"
"34850","specifies","specify"
"34851","specifying","specify"
"34852","specimens","specimen"
"34853","speckled","speckle"
"34854","speckles","speckle"
"34855","speckling","speckle"
"34856","specks","speck"
"34857","specs","spec"
"34858","spectacles","spectacle"
"34859","spectaculars","spectacular"
"34860","spectators","spectator"
"34861","specters","specter"
"34862","spectra","spectrum"
"34863","spectrals","spectral"
"34864","spectres","spectre"
"34865","spectrograms","spectrogram"
"34866","spectrographs","spectrograph"
"34867","spectrometers","spectrometer"
"34868","spectrometries","spectrometry"
"34869","spectrophotometers","spectrophotometer"
"34870","spectrophotometries","spectrophotometry"
"34871","spectroscopes","spectroscope"
"34872","spectroscopies","spectroscopy"
"34873","spectrums","spectrum"
"34874","specula","speculum"
"34875","speculated","speculate"
"34876","speculates","speculate"
"34877","speculating","speculate"
"34878","speculations","speculation"
"34879","speculators","speculator"
"34880","speculums","speculum"
"34881","sped","speed"
"34882","speeches","speech"
"34883","speed-ups","speed-up"
"34884","speedboats","speedboat"
"34885","speeded","speed"
"34886","speeders","speeder"
"34887","speedier","speedy"
"34888","speediest","speedy"
"34889","speeding","speed"
"34890","speedometers","speedometer"
"34891","speeds","speed"
"34892","speedups","speedup"
"34893","speedways","speedway"
"34894","speedwells","speedwell"
"34895","speleologists","speleologist"
"34896","speleothems","speleothem"
"34897","spellbinding","spellbind"
"34898","spellbinds","spellbind"
"34899","spellbound","spellbind"
"34900","spelled","spell"
"34901","spellers","speller"
"34902","spelling","spell"
"34903","spellings","spelling"
"34904","spells","spell"
"34905","spelt","spell"
"34906","spelts","spelt"
"34907","spencers","spencer"
"34908","spences","spence"
"34909","spenders","spender"
"34910","spending","spend"
"34911","spends","spend"
"34912","spendthrifts","spendthrift"
"34913","spent","spend"
"34914","spermatogeneses","spermatogenesis"
"34915","spermatozoa","spermatozoon"
"34916","sperms","sperm"
"34917","spewed","spew"
"34918","spewing","spew"
"34919","spews","spew"
"34920","sphagnums","sphagnum"
"34921","sphalerites","sphalerite"
"34922","spheres","sphere"
"34923","spheroids","spheroid"
"34924","sphincters","sphincter"
"34925","sphinxes","sphinx"
"34926","sphygmomanometers","sphygmomanometer"
"34927","spiced","spice"
"34928","spices","spice"
"34929","spicier","spicy"
"34930","spiciest","spicy"
"34931","spicing","spice"
"34932","spicules","spicule"
"34933","spiders","spider"
"34934","spied","spy"
"34935","spiels","spiel"
"34936","spies","spy"
"34937","spigots","spigot"
"34938","spiked","spike"
"34939","spikelets","spikelet"
"34940","spikes","spike"
"34941","spikier","spiky"
"34942","spikiest","spiky"
"34943","spiking","spike"
"34944","spill-overs","spill-over"
"34945","spillages","spillage"
"34946","spilled","spill"
"34947","spilling","spill"
"34948","spillovers","spillover"
"34949","spills","spill"
"34950","spillways","spillway"
"34951","spilt","spill"
"34952","spin-dried","spin-dry"
"34953","spin-driers","spin-drier"
"34954","spin-dries","spin-dry"
"34955","spin-drying","spin-dry"
"34956","spin-offs","spin-off"
"34957","spinae","spina"
"34958","spinals","spinal"
"34959","spindled","spindle"
"34960","spindles","spindle"
"34961","spindlier","spindly"
"34962","spindliest","spindly"
"34963","spindling","spindle"
"34964","spinels","spinel"
"34965","spines","spine"
"34966","spinets","spinet"
"34967","spinier","spiny"
"34968","spinnakers","spinnaker"
"34969","spinners","spinner"
"34970","spinneys","spinney"
"34971","spinning","spin"
"34972","spins","spin"
"34973","spinsters","spinster"
"34974","spiraled","spiral"
"34975","spiraling","spiral"
"34976","spiralled","spiral"
"34977","spiralling","spiral"
"34978","spirals","spiral"
"34979","spires","spire"
"34980","spirited","spirit"
"34981","spiriting","spirit"
"34982","spirits","spirit"
"34983","spiritualised","spiritualise"
"34984","spiritualises","spiritualise"
"34985","spiritualising","spiritualise"
"34986","spiritualists","spiritualist"
"34987","spiritualized","spiritualize"
"34988","spiritualizes","spiritualize"
"34989","spiritualizing","spiritualize"
"34990","spirituals","spiritual"
"34991","spirometries","spirometry"
"34992","spironolactones","spironolactone"
"34993","spited","spite"
"34994","spites","spite"
"34995","spitfires","spitfire"
"34996","spiting","spite"
"34997","spitroasted","spitroast"
"34998","spitroasting","spitroast"
"34999","spitroasts","spitroast"
"35000","spits","spit"
"35001","spitted","spit"
"35002","spitting","spit"
"35003","spittoons","spittoon"
"35004","spivs","spiv"
"35005","splashdowns","splashdown"
"35006","splashed","splash"
"35007","splashes","splash"
"35008","splashing","splash"
"35009","splattered","splatter"
"35010","splattering","splatter"
"35011","splatters","splatter"
"35012","splayed","splay"
"35013","splaying","splay"
"35014","splays","splay"
"35015","spleens","spleen"
"35016","splendors","splendor"
"35017","splendours","splendour"
"35018","splenectomies","splenectomy"
"35019","spliced","splice"
"35020","splices","splice"
"35021","splicing","splice"
"35022","splines","spline"
"35023","splinted","splint"
"35024","splintered","splinter"
"35025","splintering","splinter"
"35026","splinters","splinter"
"35027","splinting","splint"
"35028","splints","splint"
"35029","splits","split"
"35030","splitters","splitter"
"35031","splitting","split"
"35032","splittings","splitting"
"35033","splodges","splodge"
"35034","splotches","splotch"
"35035","splurged","splurge"
"35036","splurges","splurge"
"35037","splurging","splurge"
"35038","spluttered","splutter"
"35039","spluttering","splutter"
"35040","splutters","splutter"
"35041","spoiled","spoil"
"35042","spoilers","spoiler"
"35043","spoiling","spoil"
"35044","spoils","spoil"
"35045","spoilsports","spoilsport"
"35046","spoilt","spoil"
"35047","spoke","speak"
"35048","spoken","speak"
"35049","spokes","spoke"
"35050","spokesmen","spokesman"
"35051","spokespersons","spokesperson"
"35052","spokeswomen","spokeswoman"
"35053","spondees","spondee"
"35054","spondylitides","spondylitis"
"35055","spondyloarthropathies","spondyloarthropathy"
"35056","spondyloses","spondylosis"
"35057","spongebags","spongebag"
"35058","sponged","sponge"
"35059","spongers","sponger"
"35060","sponges","sponge"
"35061","spongier","spongy"
"35062","spongiest","spongy"
"35063","sponging","sponge"
"35064","sponsored","sponsor"
"35065","sponsoring","sponsor"
"35066","sponsors","sponsor"
"35067","spoofed","spoof"
"35068","spoofing","spoof"
"35069","spoofs","spoof"
"35070","spooked","spook"
"35071","spookier","spooky"
"35072","spookiest","spooky"
"35073","spooking","spook"
"35074","spooks","spook"
"35075","spooled","spool"
"35076","spooling","spool"
"35077","spools","spool"
"35078","spoon-fed","spoon-feed"
"35079","spoon-feeded","spoon-feed"
"35080","spoon-feeding","spoon-feed"
"35081","spoon-feeds","spoon-feed"
"35082","spoonbills","spoonbill"
"35083","spooned","spoon"
"35084","spoonerisms","spoonerism"
"35085","spoonfuls","spoonful"
"35086","spooning","spoon"
"35087","spoons","spoon"
"35088","spoonsful","spoonful"
"35089","sporangia","sporangium"
"35090","spores","spore"
"35091","sporrans","sporran"
"35092","sported","sport"
"35093","sportier","sporty"
"35094","sportiest","sporty"
"35095","sporting","sport"
"35096","sports","sport"
"35097","sportsmen","sportsman"
"35098","sportswomen","sportswoman"
"35099","sportswriters","sportswriter"
"35100","sporulations","sporulation"
"35101","spot-checked","spot-check"
"35102","spot-checking","spot-check"
"35103","spot-checks","spot-check"
"35104","spotlighted","spotlight"
"35105","spotlighting","spotlight"
"35106","spotlights","spotlight"
"35107","spots","spot"
"35108","spotted","spot"
"35109","spotters","spotter"
"35110","spottier","spotty"
"35111","spottiest","spotty"
"35112","spotting","spot"
"35113","spouses","spouse"
"35114","spouted","spout"
"35115","spouting","spout"
"35116","spouts","spout"
"35117","sprained","sprain"
"35118","spraining","sprain"
"35119","sprains","sprain"
"35120","sprang","spring"
"35121","sprats","sprat"
"35122","sprawled","sprawl"
"35123","sprawling","sprawl"
"35124","sprawls","sprawl"
"35125","sprayed","spray"
"35126","sprayers","sprayer"
"35127","spraying","spray"
"35128","sprays","spray"
"35129","spreaders","spreader"
"35130","spreading","spread"
"35131","spreads","spread"
"35132","spreadsheets","spreadsheet"
"35133","sprees","spree"
"35134","sprier","spry"
"35135","spriest","spry"
"35136","sprightlier","sprightly"
"35137","sprightliest","sprightly"
"35138","sprigs","sprig"
"35139","spring-cleaned","spring-clean"
"35140","spring-cleaning","spring-clean"
"35141","spring-cleans","spring-clean"
"35142","springboards","springboard"
"35143","springboks","springbok"
"35144","springers","springer"
"35145","springier","springy"
"35146","springiest","springy"
"35147","springing","spring"
"35148","springs","spring"
"35149","springtimes","springtime"
"35150","sprinkled","sprinkle"
"35151","sprinklers","sprinkler"
"35152","sprinkles","sprinkle"
"35153","sprinkling","sprinkle"
"35154","sprinklings","sprinkling"
"35155","sprinted","sprint"
"35156","sprinters","sprinter"
"35157","sprinting","sprint"
"35158","sprints","sprint"
"35159","sprites","sprite"
"35160","sprockets","sprocket"
"35161","sprouted","sprout"
"35162","sprouting","sprout"
"35163","sprouts","sprout"
"35164","spruced","spruce"
"35165","spruces","spruce"
"35166","sprucing","spruce"
"35167","sprues","sprue"
"35168","sprung","spring"
"35169","spryer","spry"
"35170","spryest","spry"
"35171","spuds","spud"
"35172","spun","spin"
"35173","spunkier","spunky"
"35174","spunkiest","spunky"
"35175","spunks","spunk"
"35176","spurges","spurge"
"35177","spurned","spurn"
"35178","spurning","spurn"
"35179","spurns","spurn"
"35180","spurred","spur"
"35181","spurring","spur"
"35182","spurs","spur"
"35183","spurted","spurt"
"35184","spurting","spurt"
"35185","spurts","spurt"
"35186","sputa","sputum"
"35187","sputniks","sputnik"
"35188","sputtered","sputter"
"35189","sputtering","sputter"
"35190","sputters","sputter"
"35191","sputums","sputum"
"35192","spying","spy"
"35193","spyings","spying"
"35194","squabbled","squabble"
"35195","squabbles","squabble"
"35196","squabbling","squabble"
"35197","squabs","squab"
"35198","squadrons","squadron"
"35199","squads","squad"
"35200","squalider","squalid"
"35201","squalidest","squalid"
"35202","squalled","squall"
"35203","squalling","squall"
"35204","squalls","squall"
"35205","squalors","squalor"
"35206","squandered","squander"
"35207","squandering","squander"
"35208","squanders","squander"
"35209","squared","square"
"35210","squarer","square"
"35211","squares","square"
"35212","squarest","square"
"35213","squaring","square"
"35214","squashed","squash"
"35215","squashes","squash"
"35216","squashier","squashy"
"35217","squashiest","squashy"
"35218","squashing","squash"
"35219","squats","squat"
"35220","squatted","squat"
"35221","squatter","squat"
"35222","squatters","squatter"
"35223","squattest","squat"
"35224","squatting","squat"
"35225","squawked","squawk"
"35226","squawking","squawk"
"35227","squawks","squawk"
"35228","squaws","squaw"
"35229","squeaked","squeak"
"35230","squeakers","squeaker"
"35231","squeakier","squeaky"
"35232","squeakiest","squeaky"
"35233","squeaking","squeak"
"35234","squeaks","squeak"
"35235","squealed","squeal"
"35236","squealing","squeal"
"35237","squeals","squeal"
"35238","squeegees","squeegee"
"35239","squeezed","squeeze"
"35240","squeezes","squeeze"
"35241","squeezing","squeeze"
"35242","squelched","squelch"
"35243","squelches","squelch"
"35244","squelching","squelch"
"35245","squibs","squib"
"35246","squids","squid"
"35247","squiggles","squiggle"
"35248","squigglier","squiggly"
"35249","squinted","squint"
"35250","squinting","squint"
"35251","squints","squint"
"35252","squires","squire"
"35253","squirmed","squirm"
"35254","squirming","squirm"
"35255","squirms","squirm"
"35256","squirrels","squirrel"
"35257","squirted","squirt"
"35258","squirting","squirt"
"35259","squirts","squirt"
"35260","squishiest","squishy"
"35261","srcs","src"
"35262","srns","srn"
"35263","srs","sr"
"35264","ss","s"
"35265","stabbed","stab"
"35266","stabbing","stab"
"35267","stabbings","stabbing"
"35268","stabilisations","stabilisation"
"35269","stabilised","stabilise"
"35270","stabilisers","stabiliser"
"35271","stabilises","stabilise"
"35272","stabilising","stabilise"
"35273","stabilities","stability"
"35274","stabilizations","stabilization"
"35275","stabilized","stabilize"
"35276","stabilizers","stabilizer"
"35277","stabilizes","stabilize"
"35278","stabilizing","stabilize"
"35279","stable-boys","stable-boy"
"35280","stabled","stable"
"35281","stablemates","stablemate"
"35282","stabler","stable"
"35283","stables","stable"
"35284","stablest","stable"
"35285","stabling","stable"
"35286","stablished","stablish"
"35287","stablishes","stablish"
"35288","stablishing","stablish"
"35289","stabs","stab"
"35290","stacked","stack"
"35291","stackers","stacker"
"35292","stacking","stack"
"35293","stacks","stack"
"35294","stadia","stadium"
"35295","stadiums","stadium"
"35296","staffed","staff"
"35297","staffers","staffer"
"35298","staffing","staff"
"35299","staffs","staff"
"35300","stage-managed","stage-manage"
"35301","stage-managers","stage-manager"
"35302","stage-manages","stage-manage"
"35303","stage-managing","stage-manage"
"35304","stagecoaches","stagecoach"
"35305","staged","stage"
"35306","stagehands","stagehand"
"35307","stagers","stager"
"35308","stages","stage"
"35309","staggered","stagger"
"35310","staggering","stagger"
"35311","staggers","stagger"
"35312","stagier","stagy"
"35313","stagiest","stagy"
"35314","staging","stage"
"35315","stagnated","stagnate"
"35316","stagnates","stagnate"
"35317","stagnating","stagnate"
"35318","stags","stag"
"35319","staid","stay"
"35320","staider","staid"
"35321","staidest","staid"
"35322","stained","stain"
"35323","staining","stain"
"35324","stains","stain"
"35325","staircases","staircase"
"35326","stairlifts","stairlift"
"35327","stairs","stair"
"35328","stairways","stairway"
"35329","stairwells","stairwell"
"35330","stake-holders","stake-holder"
"35331","staked","stake"
"35332","stakeholders","stakeholder"
"35333","stakes","stake"
"35334","staking","stake"
"35335","stalactites","stalactite"
"35336","stalagmites","stalagmite"
"35337","stalemates","stalemate"
"35338","staler","stale"
"35339","stalest","stale"
"35340","stalked","stalk"
"35341","stalkers","stalker"
"35342","stalking","stalk"
"35343","stalks","stalk"
"35344","stalled","stall"
"35345","stallholders","stallholder"
"35346","stalling","stall"
"35347","stallions","stallion"
"35348","stallkeepers","stallkeeper"
"35349","stalls","stall"
"35350","stalwarts","stalwart"
"35351","stamens","stamen"
"35352","stamina","stamen"
"35353","stammered","stammer"
"35354","stammerers","stammerer"
"35355","stammering","stammer"
"35356","stammers","stammer"
"35357","stamped","stamp"
"35358","stampeded","stampede"
"35359","stampedes","stampede"
"35360","stampeding","stampede"
"35361","stampers","stamper"
"35362","stamping","stamp"
"35363","stamps","stamp"
"35364","stances","stance"
"35365","stanchions","stanchion"
"35366","stand-bies","stand-by"
"35367","stand-bys","stand-by"
"35368","stand-ins","stand-in"
"35369","stand-offs","stand-off"
"35370","stand-ups","stand-up"
"35371","standardisations","standardisation"
"35372","standardised","standardise"
"35373","standardises","standardise"
"35374","standardising","standardise"
"35375","standardizations","standardization"
"35376","standardized","standardize"
"35377","standardizes","standardize"
"35378","standardizing","standardize"
"35379","standards","standard"
"35380","standbys","standby"
"35381","standers","stander"
"35382","standing","stand"
"35383","standings","standing"
"35384","standoffs","standoff"
"35385","standpipes","standpipe"
"35386","standpoints","standpoint"
"35387","stands","stand"
"35388","standstills","standstill"
"35389","stank","stink"
"35390","stanzas","stanza"
"35391","staphylococci","staphylococcus"
"35392","stapled","staple"
"35393","staplers","stapler"
"35394","staples","staple"
"35395","stapling","staple"
"35396","staplings","stapling"
"35397","starboards","starboard"
"35398","starbursts","starburst"
"35399","starched","starch"
"35400","starches","starch"
"35401","starchier","starchy"
"35402","starchiest","starchy"
"35403","starching","starch"
"35404","stardoms","stardom"
"35405","stared","stare"
"35406","stares","stare"
"35407","starfishes","starfish"
"35408","stargazers","stargazer"
"35409","staring","stare"
"35410","starker","stark"
"35411","starkest","stark"
"35412","starlets","starlet"
"35413","starlings","starling"
"35414","starred","star"
"35415","starrier","starry"
"35416","starriest","starry"
"35417","starring","star"
"35418","stars","star"
"35419","started","start"
"35420","starters","starter"
"35421","starting","start"
"35422","startled","startle"
"35423","startles","startle"
"35424","startling","startle"
"35425","starts","start"
"35426","starvations","starvation"
"35427","starved","starve"
"35428","starves","starve"
"35429","starving","starve"
"35430","stases","stasis"
"35431","stashed","stash"
"35432","stashes","stash"
"35433","stashing","stash"
"35434","stated","state"
"35435","statelier","stately"
"35436","stateliest","stately"
"35437","statements","statement"
"35438","staterooms","stateroom"
"35439","states","state"
"35440","statesmen","statesman"
"35441","statics","static"
"35442","stating","state"
"35443","statins","statin"
"35444","stationed","station"
"35445","stationers","stationer"
"35446","stationing","station"
"35447","stationmasters","stationmaster"
"35448","stations","station"
"35449","statisticians","statistician"
"35450","statistics","statistic"
"35451","stators","stator"
"35452","statues","statue"
"35453","statuettes","statuette"
"35454","statures","stature"
"35455","statuses","status"
"35456","statutes","statute"
"35457","staunched","staunch"
"35458","stauncher","staunch"
"35459","staunches","staunch"
"35460","staunchest","staunch"
"35461","staunching","staunch"
"35462","staved","stave"
"35463","staving","stave"
"35464","stay-at-homes","stay-at-home"
"35465","stayed","stay"
"35466","stayers","stayer"
"35467","staying","stay"
"35468","stays","stay"
"35469","steadied","steady"
"35470","steadier","steady"
"35471","steadies","steady"
"35472","steadiest","steady"
"35473","steady-states","steady-state"
"35474","steadying","steady"
"35475","steakhouses","steakhouse"
"35476","steaks","steak"
"35477","stealing","steal"
"35478","steals","steal"
"35479","stealthier","stealthy"
"35480","stealthiest","stealthy"
"35481","steamboats","steamboat"
"35482","steamed","steam"
"35483","steamers","steamer"
"35484","steamier","steamy"
"35485","steamiest","steamy"
"35486","steaming","steam"
"35487","steamrollered","steamroller"
"35488","steamrollering","steamroller"
"35489","steamrollers","steamroller"
"35490","steams","steam"
"35491","stearates","stearate"
"35492","steeds","steed"
"35493","steeled","steel"
"35494","steelier","steely"
