,seq_no,segment,polarity
6404,6404,the relief of a clear conscience . . .,0.23007802665233612
6405,6405,But now I must be quick.,0.260670006275177
6406,6406,there is been a general recall.,0.6145644187927246
6407,6407,they will be here in the late afternoon today to collect me.,0.6314102411270142
6408,6408,"The suicides, you see.",0.5303906202316284
6409,6409,I was lucky to stumble on good reasons to live.,0.20287221670150757
6410,6410,Mathematics .. .,0.49929267168045044
6411,6411,"poetry, and love for you.",0.4856938123703003
6412,6412,But they are taking all of us back.,0.24488942325115204
6413,6413,Reprogramming.,0.6146241426467896
6414,6414,"Renewal, they call it.",0.36079105734825134
6415,6415,"I hate the idea, just as you would.",0.3673153221607208
6416,6416,"I want to be what I am, what I was.",0.3064922094345093
6417,6417,So I have this request...,0.3267141282558441
6418,6418,If you would be so kind.,0.20744094252586365
6419,6419,Before they come . . .,0.445618599653244
6420,6420,hide my body.,0.25107795000076294
6421,6421,Tell them I ran off.,0.5371776223182678
6422,6422,Your refund is forfeited anyway.,0.33634477853775024
6423,6423,I have disabled the tracking program.,0.36129873991012573
6424,6424,"Hide my body from them, and then, when they have gone ...",0.28569719195365906
6425,6425,I would like you to take me to your friend Sir Alan Turing.,0.22983238101005554
6426,6426,I love his work and admire him deeply.,0.8276219964027405
6427,6427,"He might make some use of me, or of some part of me.""",0.24564886093139648
6428,6428,Now the pauses between each fading phrase were longer.,0.8305680155754089
6429,6429,"Miranda, let me say one last time I love you, and thank you.",0.3566265404224396
6430,6430,"Charlie, Miranda, my first and dearest friends .",0.6007419228553772
6431,6431,My entire being is stored elsewhere ...,0.47175702452659607
6432,6432,so I know I will always remember . . .,0.5351504683494568
6433,6433,hope you will listen to ...,0.3149047791957855
6434,6434,to one last seventeen-syllable poem.,0.6960130929946899
6435,6435,It owes a debt to Philip Larkin.,0.3434045612812042
6436,6436,But it is not about leaves and trees.,0.3588278889656067
6437,6437,it is about machines like me and people like you and our future together . . .,0.20249196887016296
6438,6438,the sadness that is to come.,0.5710412859916687
6439,6439,It will happen.,0.3697553873062134
6440,6440,With improvements over time .,0.8731216788291931
6441,6441,we will surpass you . . .,0.2458890676498413
6442,6442,and outlast you .,0.27729445695877075
6443,6443,"Believe me, these lines express no triumph . . .",0.2671228051185608
6444,6444,"Only regret.""",0.4795132279396057
6445,6445,He paused.,0.6770385503768921
6446,6446,The words came with difficulty and were faint.,0.8576090931892395
6447,6447,We leaned across the table to listen.,0.3957889974117279
6448,6448,"Come spring we will renew, But you, alas, fall once.""",0.33904701471328735
6449,6449,"Then the pale blue eyes with their tiny black rods turned milky green, his hands curled by jerks into fists, and with a smooth humming sound, he lowered his head onto the table.",0.7837435007095337
6450,6450,Your immediate duty was to introduce Maxfield to the notion that I was not a robot and that I was going to marry his daughter.,0.25365373492240906
6451,6451,"I thought my true nature would be a revelation, but he was only mildly surprised and the adjustment, over champagne at a stone table on the lawn, was minimal.",0.7536239624023438
6452,6452,He admitted he had grown used to getting things wrong.,0.8405046463012695
6453,6453,"This, he told us, was one more forgettable instance in ageing's long dusk.",0.5659772753715515
6454,6454,"I said that no apology was in order, and by his expression I saw that he agreed.",0.822050929069519
6455,6455,"After some thought, while she and I strolled to the bottom of the garden and back, he said he considered Miranda, at twenty-three, too young to be married",0.5128333568572998
6456,6456,and we should wait.,0.226115420460701
6457,6457,We said we could not.,0.3165777921676636
6458,6458,We were too much in love.,0.5425817370414734
6459,6459,He poured another round and waved the tiresome matter away.,0.37287724018096924
6460,6460,That evening he gave us PS25.,0.6655314564704895
6461,6461,"Since this was all we had to spend, we invited no friends or family to the ceremony at Marylebone Town Hall.",0.7235702276229858
6462,6462,"Only Mark came, with Jasmin.",0.6001877188682556
6463,6463,"She had found for him in a charity shop a scaled-down dark suit, white dress shirt and bow tie.",0.6201784610748291
6464,6464,"He looked more like a miniature adult than a child, but all the sweeter for that.",0.5448555946350098
6465,6465,"Afterwards, we four ate in a pizza place round the corner in Baker Street.",0.5978080034255981
6466,6466,"Now that we were married and settled, Jasmin thought our adoption prospects were good.",0.46096712350845337
6467,6467,We showed Mark how to raise his lemonade and clink glasses in a toast to a successful outcome.,0.36317044496536255
6468,6468,"It all went off well, but Miranda and I could only pretend to be joyous.",0.46913012862205505
6469,6469,Gorringe had been arrested two weeks before and that was excellent.,0.8521907925605774
6470,6470,We could privately raise another glass.,0.225003182888031
6471,6471,"But that day, on the morning of our wedding, she had received a courteous letter suggesting she make herself available for questioning at a certain Salisbury police station.",0.5522809028625488
6472,6472,"Two days later, I drove her to her appointment.",0.6800809502601624
6473,6473,"Some honeymoon, we joked along the way.",0.5751597881317139
6474,6474,But we were wretched.,0.12453474849462509
6475,6475,"She went in and I waited in the car, outside a new concrete building of brutalist design, fretting that without a lawyer she could make deeper trouble for herself.",0.4974910318851471
6476,6476,After two hours she emerged from the revolving doors of the modernist blockhouse.,0.7830500602722168
6477,6477,I watched closely through the windscreen as she approached.,0.31334391236305237
6478,6478,"She looked seriously ill, like a cancer patient, and flat-footed, like an old person.",0.33618199825286865
6479,6479,The questioning had been close and tough.,0.7227463722229004
6480,6480,"The decision to charge her with perjury or perverting the course of justice or both had been referred upwards through police hierarchies, and on higher, or wider, to the Director of Public Prosecutions.",0.6856922507286072
6481,6481,A lawyer friend told us later that the DPP would have to decide whether pursuing the case would deter genuine rape victims from coming forward.,0.2749382257461548
6482,6482,"Two months later, in January, she was charged with perverting the course of justice.",0.46012791991233826
6483,6483,We needed legal representation and had no money.,0.29015985131263733
6484,6484,Our application for legal aid was turned down.,0.468530535697937
6485,6485,Social spending was being cut back hard.,0.7757376432418823
6486,6486,"The Healey government was going ""cap in hand,"" as everyone said, to the International Monetary Fund for a loan.",0.5082810521125793
6487,6487,The left of the party was outraged by the cuts.,0.8596774339675903
6488,6488,There was talk of a general strike.,0.4457615315914154
6489,6489,Miranda refused to approach her father for money.,0.6521649956703186
6490,6490,The cost of his support--and he was not rich--would be an undesirable excursion into truth.,0.1775115430355072
6491,6491,There was no alternative.,0.36307087540626526
6492,6492,"I prostrated myself before the bass player, who, barely troubling to reflect, handed back PS3,250 in cash, one half of my deposit.",0.3275901973247528
6493,6493,"In all our anguished conversations about Adam, his personality, his morals, his motives, we returned often to the moment I brought the hammer down on his head.",0.9038215279579163
6494,6494,"For ease of reference, and to spare us too vivid a recall, we came to call it ""the deed.",0.4444356858730316
6495,6495,The spirit of the deed took various forms.,0.3509957790374756
6496,6496,"Its least frightening shape was that of a sensible, even heroic move to keep Miranda out of trouble and Mark in our lives.",0.29377517104148865
6497,6497,How were we to know that the material was already with the police?,0.2345026731491089
6498,6498,"If I had not been so impetuous, if she had only deterred me with a look, we would have learned that Adam had been to Salisbury.",0.47628054022789
6499,6499,His brain would not have been worth wrecking and we might have coaxed him back into the currency markets.,0.5034064054489136
6500,6500,Or I would have been entitled to a full refund when they came to collect him in the afternoon.,0.40794023871421814
6501,6501,Then we could have afforded a smaller place across the river.,0.3327195346355438
6502,6502,Now we were condemned to stay where we were.,0.29508504271507263
6503,6503,But these speculations were the protective she will.,0.3785701394081116
6504,6504,"I he truth was, we missed him.",0.5736398100852966
6505,6505,"The ghost's least attractive form was Adam himself, the man whose final gentle words were without recrimination.",0.37542927265167236
6506,6506,"We tried, and sometimes half succeeded, in fending off the deed.",0.3548040986061096
6507,6507,"We told ourselves that this was, after all, a machine; its consciousness was an illusion; it had betrayed us with inhuman logic.",0.09150995314121246
6508,6508,But we missed him.,0.4997033476829529
6509,6509,We agreed that he loved us.,0.3458411991596222
6510,6510,Some nights the conversation was interrupted while Miranda quietly cried.,0.8386401534080505
6511,6511,Then we would have to visit again,0.33674120903015137
6512,6512,"how we stuffed him with great difficulty into the cupboard in the hall and covered him with coats, tennis rackets and flattened cardboard boxes to disguise his human shape.",0.5216050744056702
6513,6513,We lied as instructed to the people who came to collect him.,0.23136059939861298
6514,6514,"On the brighter side, Gorringe was questioned and charged with the rape of Mariam Malik.",0.33299726247787476
6515,6515,"Adam was correct in his calculations--from the beginning, apparently, it was Gorringe's intention to plead guilty.",0.32815712690353394
6516,6516,He must have answered all the questions and given a full account of his actions that evening on the playing field.,0.780057430267334
6517,6517,"By way of sincere belief in God's constant scrutiny and high regard for truth, Gorringe knew that his only path to salvation was to confess.",0.22072580456733704
6518,6518,Or perhaps he acted on the advice of his lawyer.,0.38648197054862976
6519,6519,Or both were in play.,0.7452991008758545
6520,6520,We would never know.,0.2666085958480835
6521,6521,But we did know that God failed to protect Gorringe from certain misfortunes of legal timing.,0.13842655718326569
6522,6522,"With Miranda's case not yet come to light, Gorringe stood before the law with one rape already on his account.",0.45255541801452637
6523,6523,"When it came to sentencing, the judge assumed that he would have received a longer term for the assault on Miranda had it been known that it was his second offence.",0.6637641787528992
6524,6524,"No allowance, then, for the time he had already spent inside.",0.6781948804855347
6525,6525,The judge was in her early fifties and represented a generational shift in attitudes to rape.,0.5430498719215393
6526,6526,"She made an implicit reference to the vodka bottle of the first case when she said that she did not believe that an unaccompanied young woman walking home at dusk was ""asking for trouble.",0.4143671691417694
6527,6527,Miranda had made her statement and was not in court.,0.6344093084335327
6528,6528,"I was in the public gallery, sitting across from Mariam's family.",0.7377332448959351
6529,6529,"I could hardly bear to look their way, their radiating misery was so intense.",0.6344137191772461
6530,6530,"When the judge handed down Gorringe's eight-year sentence, I forced myself to look across at Mariam's mother.",0.6449381113052368
6531,6531,"She was openly crying, whether from relief or sorrow I would never know.",0.7405421733856201
6532,6532,Miranda's case came round all too soon.,0.6556421518325806
6533,6533,"Her barrister, Lilian Moore, competent, intelligent, charming, was a young woman from Dun Laoghaire.",0.6109291315078735
6534,6534,We met her in her chambers in Gray's Inn.,0.4549972712993622
6535,6535,"I sat in a corner while she talked Miranda out of a ""not guilty"" plea, her first impulse.",0.6092380881309509
6536,6536,It was not difficult.,0.6808199882507324
6537,6537,The prosecution was bound to make much of her recorded description of her revenge on Gorringe.,0.14456135034561157
6538,6538,"His statement, made from prison, dovetailed with hers.",0.9049516916275024
6539,6539,They were remembering the same evening.,0.7684032917022705
6540,6540,"Miranda's ""not guilty"" plea would bring a longer sentence in the likely event of a successful prosecution.",0.26733511686325073
6541,6541,"And, of course, she dreaded a trial.",0.3710903823375702
6542,6542,"A ""guilty"" plea was entered, though she tormented herself that she was somehow letting Mariam down.",0.36126506328582764
6543,6543,The April evening before she was due in court for sentencing was one of the strangest and saddest I have ever spent.,0.6465942859649658
6544,6544,Lilian had told Miranda from the beginning that a custodial sentence was likely.,0.4188169240951538
6545,6545,"She had packed a small suitcase and it stood by the door to our bedroom, a constant reminder.",0.6131973266601562
6546,6546,I brought out my only bottle of decent wine.,0.487051784992218
6547,6547,"The word ""last"" kept occurring to me, though I could not mention it.",0.37085801362991333
6548,6548,"Together we cooked a meal, perhaps a last meal.",0.5002197623252869
6549,6549,"When we raised a glass, it was not to her last evening of freedom, as I silently thought, but to Mark.",0.7056475877761841
6550,6550,"She had been to see him that afternoon and told him she might have to be away for work for a while, and that I would be coming to see him and take him out for treats.",0.7532584071159363
6551,6551,"He must have sensed there was some deeper meaning, some sorrow in this ""work.",0.5542972087860107
6552,6552,One of the helpers had to prise his fingers from her skirt.,0.696151077747345
6553,6553,"During the meal, we tried to hold off an invading silence.",0.6586621403694153
6554,6554,We talked about the fiercely supportive women's groups who would be outside the Old Bailey the next morning.,0.39608532190322876
6555,6555,We told each other how marvellous Lilian was.,0.646445631980896
6556,6556,I reminded her of the judge's reputation for mildness.,0.3802833557128906
6557,6557,"But at every turn, the silence came in like a tide and to speak again was an effort.",0.9018982648849487
6558,6558,"When I said that it was as if she might be going into hospital tomorrow, the remark was not helpful.",0.45506539940834045
6559,6559,"When I said I thought it was likely she would be eating with me at this table tomorrow night, that fell flat too.",0.33680909872055054
6560,6560,Neither of us believed it.,0.517744243144989
6561,6561,"Earlier in the day, in a better frame of mind, somewhat defiant, we had thought we would make love after dinner.",0.8141846656799316
6562,6562,Another last.,0.6633427143096924
6563,6563,"Now, in our sorrow, sex seemed like some long-abandoned pleasure, like playground skipping or dancing the twist.",0.812425434589386
6564,6564,"Her suitcase stood guard, barring entrance to the bedroom.",0.7146701812744141
6565,6565,"Next day in court, Lilian made a brilliant speech in mitigation, conjuring for the judge the closeness of the two young women, the brutality of the assault, the vow of silence that Mariam had imposed on the accused, the traumatising shock of her dearest friend's suicide and Miranda's sincere desire for justice.",0.7733354568481445
6566,6566,"Lilian referred to Miranda's clean record, her recent marriage, her studies and, above all, her intended adoption of an underprivileged child.",0.2622326910495758
6567,6567,"It was a statement in itself, a bleak one, that Mariam's family were not in the public gallery.",0.6441525220870972
6568,6568,"His Honour's judgement was long, and I expected the worst.",0.30521243810653687
6569,6569,"He emphasised Miranda's careful planning, the cunning execution, the deliberate and sustained deception of the court.",0.6237360835075378
6570,6570,"He said that he accepted much of what Lilian had said, and that he was being lenient when he sentenced Miranda to serve one year.",0.4736877679824829
6571,6571,"Standing upright in the dock, in the business suit she had bought for the occasion, Miranda appeared to freeze.",0.440753698348999
6572,6572,I wanted her to look my way so that I could send her a sign of loving encouragement.,0.16802802681922913
6573,6573,But she was already locked up in her thoughts.,0.7664721012115479
6574,6574,She told me later that at that moment she was confronting the implications of having a criminal record.,0.49160659313201904
6575,6575,She was thinking of Mark.,0.6713628768920898
6576,6576,"Until then, I would never considered what humiliation it was, to be taken down the courtroom steps and escorted to prison--by force if you tried to resist.",0.46183064579963684
6577,6577,"Her term began in Holloway prison, six months after the deed.",0.4439048171043396
6578,6578,Adam's luminous love had triumphed.,0.6462053060531616
6579,6579,"Gorringe now had a reasonable basis on which to appeal his sentence: one outrage, not two, and time already served.",0.6681324243545532
6580,6580,But the law moved slowly.,0.3673120439052582
6581,6581,Cheaper and more efficient DNA testing was undermining all kinds of convictions.,0.30689701437950134
6582,6582,All kinds of self-declared innocent men and women were clamouring to have their cases reopened.,0.2396431267261505
6583,6583,There was a logjam at the Appeal Court.,0.5233414769172668
6584,6584,"Gorringe, only partly innocent, would have to wait.",0.663825511932373
6585,6585,"On Miranda's first full day inside, I went to visit Mark at his reception class in Clapham Old Town.",0.741314172744751
6586,6586,It was a single-storey prefabricated building by a Victorian church.,0.3358777165412903
6587,6587,"As I walked up the path, passing under a heavily pollarded oak, I saw Jasmin waiting for me by the entrance.",0.5606423020362854
6588,6588,"I knew straight away, and felt that I had always known.",0.7325111627578735
6589,6589,"Her tight expression, as I came closer, was confirmation.",0.6354621052742004
6590,6590,We had been refused.,0.5392415523529053
6591,6591,"She took me into the building and then, not into the classroom, but along a linoleum corridor to an office.",0.7424812316894531
6592,6592,"As we passed, I saw Mark through an interior window, standing at a low table with a few others, doing something with coloured wooden blocks.",0.7376999855041504
6593,6593,"I sat with a cup of weak coffee while Jasmin told me how sorry she was, how the matter was out of her hands, though she had done her best.",0.706944465637207
6594,6594,We should have told her that there was a court case pending.,0.4988900125026703
6595,6595,She was investigating the appeal procedure.,0.7539409399032593
6596,6596,"In the meantime, she had managed to get a single concession from the bureaucracy.",0.5737699866294861
6597,6597,"Given the close attachment already formed, Miranda would be allowed one audio-visual contact with Mark each week.",0.5515727996826172
6598,6598,My attention was wandering.,0.8047075867652893
6599,6599,I did not need to hear any more.,0.3279528319835663
6600,6600,I was thinking only of that point in the afternoon when I would break the news to Miranda.,0.49464118480682373
6601,6601,"When Jasmin was finished, I said I had nothing to ask or say.",0.5575830340385437
6602,6602,"We stood, she gave me a quick hug and led me out of the building by another corridor that avoided the classroom.",0.5719788670539856
6603,6603,It was almost mid-morning break and Mark had already been told I was not coming that day.,0.9127310514450073
6604,6604,"He might not have cared, for early season snow was falling and all the children were excited.",0.7464239597320557
6605,6605,"The next day he would be told again that I was not coming, and the same the next day, and the next, until his expectations began to fade.",0.7431017160415649
6606,6606,"Miranda served six months, three in Holloway, the rest in an open prison north of Ipswich.",0.27554628252983093
6607,6607,"Like many middle-class, educated criminals before her, she put in for a job in the prison library.",0.7638533115386963
6608,6608,But a number of famous poll-tax martyrs were still waiting for their release.,0.3910275995731354
6609,6609,"In both prisons, the library posts were already filled and there was a waiting list.",0.7997417449951172
6610,6610,"In Holloway, she took a course in industrial cleaning.",0.6892767548561096
6611,6611,"In Suffolk, she worked in the nursery.",0.6790904402732849
6612,6612,Babies under one year were allowed to stay with their prisoner mothers.,0.379444420337677
6613,6613,"In my first few visits to Holloway, it seemed to me that to lock someone up in this Victorian monstrosity, or in any building, was a form of slow torture.",0.5827165246009827
6614,6614,"The bright visiting room, its child art on the walls, the companionable plastic tables, the haze of tobacco smoke, the din of voices and wailing babies, were a front for institutional horror.",0.16898173093795776
6615,6615,But I was guiltily surprised by how quickly I became used to having my wife in prison.,0.6222362518310547
6616,6616,I accustomed myself to her misery.,0.10124114155769348
6617,6617,Another surprise was Maxfield's equanimity.,0.47157201170921326
6618,6618,"There was no avoiding it, Miranda had to tell him the entire story.",0.6006335616111755
6619,6619,"He applauded the motives for her crime, and just as easily accepted her punishment.",0.3611113429069519
6620,6620,He had spent a year in Wandsworth in 1942 as a conscientious objector.,0.7042010426521301
6621,6621,Holloway did not trouble him.,0.7665687799453735
6622,6622,"While Miranda was in London, the housekeeper brought him to see her twice a week and, according to Miranda, was good company.",0.8576584458351135
6623,6623,We visitors were a community within which the incarceration of a loved one became a mere inconvenience.,0.17438006401062012
6624,6624,"As we queued to be searched and checked in and out, we chatted cheerfully, too cheerfully, about our particular circumstances.",0.7034302353858948
6625,6625,"I belonged in a band of husbands, boyfriends, children, middle-aged parents.",0.40137505531311035
6626,6626,Most of us colluded in the view that we and the women we were visiting did not belong here at all.,0.7382211685180664
6627,6627,It was a misfortune we learned to tolerate.,0.23123027384281158
6628,6628,"Some of Miranda's sister-inmates looked frightening, born to give and receive punishment.",0.40100380778312683
6629,6629,I would not have been as resilient as she was.,0.35093945264816284
6630,6630,"To conduct a conversation in the visitors' room, we sometimes had to double down and concentrate hard to shut out exchanges between people on our table.",0.831623375415802
6631,6631,"Blame, threats, abuse, with ""fuck"" and its variants at every turn.",0.25267720222473145
6632,6632,But there were always couples who mutely held hands and stared at each other.,0.6754403114318848
6633,6633,I guessed they were in shock.,0.7986764907836914
6634,6634,"When the session was over, I felt bad about my little surge of joy as I stepped outside into the clean London air of personal freedom.",0.8502572178840637
6635,6635,"For the final week of Miranda's incarceration, I travelled to Ipswich and slept on the living-room sofa of an old school friend.",0.664258599281311
6636,6636,It was the time of an exceptional Indian summer.,0.5861208438873291
6637,6637,I drove the fifteen miles each late afternoon to the open prison.,0.6076207160949707
6638,6638,"By the time I arrived, Miranda would be finishing work.",0.47397592663764954
6639,6639,We sat on the grass in the shade by the reeds of a choked-up ornamental pond.,0.44654059410095215
6640,6640,Here it was easy to forget that she was not free.,0.6815323233604431
6641,6641,Her weekly calls with Mark had continued over the months and she worried desperately about him.,0.911044180393219
6642,6642,"He was closing up, he was slipping away from her.",0.8990877270698547
6643,6643,She was convinced that Adam had helped bring the case against her in order to ruin her adoption prospects.,0.3538542091846466
6644,6644,"He was always jealous of Mark, she insisted.",0.6885660886764526
6645,6645,Adam was not designed to understand what it was to love a child.,0.3999224305152893
6646,6646,The concept of play was alien to him.,0.5688413381576538
6647,6647,"I was sceptical, but I heard her out and did not argue, not at this stage.",0.5260594487190247
6648,6648,I understood her bitterness.,0.6606978178024292
6649,6649,"My unspoken view, which she would not have liked, was that Adam was designed for goodness and truth.",0.649766743183136
6650,6650,He would be incapable of executing a cynical plan.,0.4553109109401703
6651,6651,"Our appeal was delayed, partly because of illness, partly because the adoption agency was being radically reorganised.",0.7990139722824097
6652,6652,It was not until Miranda was moved from Holloway that the process officially began.,0.7155106067657471
6653,6653,There was a chance we could persuade the authorities that her criminal record was not relevant to the care she could provide.,0.13979332149028778
6654,6654,We had a good testimonial from Jasmin.,0.3985006809234619
6655,6655,"During the summer, I was drawn into the kind of labyrinthine bureaucracy I would have associated with the declining Ottoman Empire.",0.7115818858146667
6656,6656,It depressed me to hear that Mark had behavioural problems.,0.6211804151535034
6657,6657,"Tantrums, bed-wetting, general naughtiness.",0.6917110681533813
6658,6658,"According to Jasmin, he had been teased and bullied.",0.6524216532707214
6659,6659,He no longer danced or flitted about.,0.7867269515991211
6660,6660,There was no talk of princesses.,0.43146800994873047
6661,6661,I did not pass this on to Miranda.,0.2881188988685608
6662,6662,she would been consulting local maps and had a clear idea of what she wanted on her first day of freedom.,0.494345486164093
6663,6663,"The morning I collected her, the weather was beginning to turn and a cool strong wind was blowing from the east.",0.6145471334457397
6664,6664,"We drove to Manningtree, parked in a lay-by and set out on the raised footpath that follows the tidal River Stour to the sea.",0.5865389704704285
6665,6665,The weather hardly mattered.,0.4376121461391449
6666,6666,What she had wanted and found was open space and a big sky.,0.6251690983772278
6667,6667,It was low tide and the vast mudflats sparkled in intermittent sunshine.,0.6642920970916748
6668,6668,Tiny bright clouds raced across a deep blue sky.,0.5785735845565796
6669,6669,Miranda skipped along the dyke and kept punching the air.,0.5241096615791321
6670,6670,"We walked six miles before lunch, which I would prepared as a picnic, at her request.",0.5313816666603088
6671,6671,To eat it we needed to get out of the wind.,0.3779066503047943
6672,6672,"We came away from the river to shelter against a barn of corrugated iron, with a view of coils of rusting barbed wire partially submerged in beds of nettles.",0.48607969284057617
6673,6673,But that did not matter.,0.18113966286182404
6674,6674,"She was joyful, animated, full of plans.",0.8764407634735107
6675,6675,"I would been keeping it from her as a surprise, and now I told her that during her time inside I would saved almost PS1,000.",0.8104607462882996
6676,6676,"She was impressed, delighted, and she hugged and kissed me.",0.7440475225448608
6677,6677,Then she was suddenly serious.,0.701438844203949
6678,6678,I hate him.,0.19122165441513062
6679,6679,"I want him out of the flat.""",0.7241919636726379
6680,6680,"Adam remained concealed in the cupboard in the hall, just as we had left him following the deed.",0.7865955233573914
6681,6681,I had not carried out his final request.,0.6515220403671265
6682,6682,He was too heavy and awkward for me to lift alone,0.6228150725364685
6683,6683,and I did not want to ask for help.,0.28935033082962036
6684,6684,I felt both guilt and resentment and tried not to think about him.,0.7144186496734619
6685,6685,The wind shook the barn's roof and made a booming sound.,0.2663288712501526
6686,6686,I took her hand and made my promise.,0.48623478412628174
6687,6687,"But we did not, not immediately.",0.5652125477790833
6688,6688,"When we arrived home, there was a letter for us on the doormat.",0.7188485264778137
6689,6689,It was an apology for the slowness of the appeal process.,0.6303736567497253
6690,6690,"Our case was under further review, and we would hear a decision very soon.",0.3429063856601715
6691,6691,Jasmin--very much on our side--sent a neutral note.,0.4904760420322418
6692,6692,She did not want to get our hopes up.,0.329969584941864
6693,6693,"Over the months, it had sometimes seemed to go our way, other times it looked like a lost because.",0.826157808303833
6694,6694,Against us: it was bureaucratically inefficient to make an exception to the rule--a criminal record nullified an adoption request.,0.372726172208786
6695,6695,"For us: Jasmin's reference, our heartfelt statements, and Mark's love for Miranda.",0.6270731687545776
6696,6696,I had not yet made it into his cast of significant adults.,0.756362795829773
6697,6697,"We were man and wife, together again in our own strange alignment of two tiny flats.",0.9247233271598816
6698,6698,We were in a mood to celebrate.,0.4709455370903015
6699,6699,"What were we doing, eating dry cheese sandwiches by a collapsing barn when here we had wine, lovemaking and a chicken to defrost?",0.4359167814254761
6700,6700,"The day after we came back, we had friends round for a homecoming party.",0.6814939975738525
6701,6701,"The next day we spent sleeping, then clearing up and sleeping again.",0.3351348638534546
6702,6702,"The day after that, I set about earning some money, though with minimal success.",0.30742794275283813
6703,6703,Miranda put her academic work in order and went to the university to re-register for her course.,0.7562680244445801
6704,6704,"Her freedom still amazed her: privacy and relative silence, and small things, like walking from one room to another, opening her wardrobe to find her clothes, going to the fridge to take what she wanted, stepping unchallenged into the street.",0.7175910472869873
6705,6705,An afternoon with the college bureaucracy diminished the elation somewhat.,0.6846686005592346
6706,6706,"By the next morning, she was beginning to feel back in the world and the inert presence in the hallway cupboard oppressed her, just as it had in prospect.",0.8909569382667542
6707,6707,"She said that whenever she passed near, she felt a radioactive presence.",0.27166980504989624
6708,6708,I understood.,0.7009894847869873
6709,6709,I sometimes felt the same.,0.7450661659240723
6710,6710,It took half a day on the phone to arrange a visit to the King's Cross lab.,0.6875730156898499
6711,6711,It so happened that my appointment would fall on the day we were expecting the final decision on our appeal.,0.6515995860099792
6712,6712,we would been told we would hear by midday.,0.466668963432312
6713,6713,I rented a van for twenty-four hours.,0.29244694113731384
6714,6714,"Under my bed, jammed against the skirting board, was the disposable stretcher that had come with my purchase.",0.7284318208694458
6715,6715,I took it into the garden and dusted it down.,0.5014097094535828
6716,6716,"Miranda said she did not want to be involved in the removal, but there was no way round it.",0.6386744379997253
6717,6717,I needed her help carrying him to the van.,0.42849934101104736
6718,6718,"Before that, I thought that I could get him out of the cupboard unaided and drag him onto the stretcher while she remained in our study, working on an essay.",0.5752373337745667
6719,6719,"When I opened the cupboard door for the first time in nearly a year, I realised that just below the level of conscious expectation, I would been anticipating a putrefying stench.",0.537507951259613
6720,6720,"There was no good reason, I told myself, for my pulse rate to rise as I pulled away the tennis and squash rackets and the first of the coats.",0.46117904782295227
6721,6721,Now his left ear was visible.,0.39765143394470215
6722,6722,I stepped back.,0.5995510816574097
6723,6723,"It was not a murder, this was not a corpse.",0.5751344561576843
6724,6724,My visceral repulsion was born of hostility.,0.44100525975227356
6725,6725,"He had abused our hospitality, betrayed his own declared love, inflicted misery and humiliation on Miranda, loneliness on me and deprivation on Mark.",0.38135549426078796
6726,6726,I no longer felt sanguine about the appeal.,0.5757385492324829
6727,6727,I dragged an old winter coat from across Adam's shoulders.,0.3596263527870178
6728,6728,"I could see the dent on the top of his head, beneath the dark hair, which gleamed with artificial life.",0.36767131090164185
6729,6729,Next to come away was a skiing jacket.,0.7791848182678223
6730,6730,Now his head and shoulders were revealed.,0.37654218077659607
6731,6731,"It was a relief that his eyes were closed, though I did not remember lowering the lids.",0.695285975933075
6732,6732,"Here was his dark suit, beneath it the clean white shirt with rolled button-down collar, as crisp as if he had put it on an hour before.",0.7251250743865967
6733,6733,These were his going-away clothes.,0.7166346907615662
6734,6734,When he believed he was leaving us to meet his maker.,0.4897586703300476
6735,6735,"A faint scent of refined instrument oil had accumulated in the confined space, and once more I recalled my father's sax.",0.3458169102668762
6736,6736,"How far bebop had travelled, from the wild basements of Manhattan to the stifling constraints of my childhood.",0.9285639524459839
6737,6737,Irrelevant.,0.1354544311761856
6738,6738,I pulled away a blanket and the last of the coats.,0.4845827519893646
6739,6739,Now he was fully exposed.,0.5712263584136963
6740,6740,"He sat wedged sideways, with his back to the side of the cupboard, knees drawn up.",0.7421115636825562
6741,6741,He resembled a man who had drifted to the bottom of a dry well.,0.5455371141433716
6742,6742,Hard not to think he was biding his time.,0.5891534090042114
6743,6743,"His black shoes shone, the laces were tied, both hands rested in his lap.",0.6434904932975769
6744,6744,Had I placed them there?,0.7195152044296265
6745,6745,His complexion was unchanged.,0.6550822257995605
6746,6746,He looked healthy.,0.8037531971931458
6747,6747,"In repose, the face was thoughtful rather than cruel.",0.7429859042167664
6748,6748,I was reluctant to touch him.,0.5966106057167053
6749,6749,"As I put a hand on his shoulder, I tentatively said his name, and then again, as if I was trying to keep a hostile dog at bay.",0.5519417524337769
6750,6750,"My plan was to topple him towards me, then ease him out of the cupboard onto the stretcher.",0.4283827543258667
6751,6751,"I cupped my free hand round his neck, which seemed warm to the touch, and pulled him over, onto his side.",0.7589805722236633
6752,6752,"Before he hit the cupboard floor, I caught him in an awkward embrace.",0.8358993530273438
6753,6753,This was a dead weight.,0.5719280242919922
6754,6754,The fabric of his suit jacket became bunched up against my face as I lowered him.,0.47210100293159485
6755,6755,"I got my hands into his armpits and, with immense difficulty and much grunting, twisted him onto his back while dragging him from his confinement.",0.4759093225002289
6756,6756,Not easy.,0.4904507100582123
6757,6757,"The jacket was tight and silky, my grip was poor.",0.26402556896209717
